2018-08-23 12:20:17 -- Firmreduce -- Results

Initial Test-case size:
	# of nodes: 			12576
	# of irgs: 				101
	# of cf manipulations: 	768
	# of memory operations: 2008
	# of types: 			2416


Using pass: pass_libfirm_opt_funccalls -- No improvement
	# of nodes: 			12576
	# of irgs: 				101
	# of cf manipulations: 	768
	# of memory operations: 2008
	# of types: 			2416



Using pass: pass_libfirm_opt_if_conv -- Successful
	# of nodes: 			13085
	# of irgs: 				101
	# of cf manipulations: 	998
	# of memory operations: 2008
	# of types: 			2416



Using pass: pass_replace_cond_selectors -- Successful
	# of nodes: 			5792
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1367
	# of types: 			2416



Using pass: pass_remove_allocs
	 :: Pass failed on irg 'r_func_86'
	 :: Pass failed on irg 'r_func_86'
	 :: Pass failed on irg 'r_func_86'
	 :: Pass failed on irg 'r_func_86' -- Successful
	# of nodes: 			5596
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_replace_loads
	 :: Pass failed on irg 'r_func_48'
	 :: Pass failed on irg 'r_func_39'
	 :: Pass failed on irg 'r_func_95'
	 :: Pass failed on irg 'r_func_49'
	 :: Pass failed on irg 'r_func_83'
	 :: Pass failed on irg 'r_func_97'
	 :: Pass failed on irg 'r_func_29'
	 :: Pass failed on irg 'r_func_17'
	 :: Pass failed on irg 'r_func_78'
	 :: Pass failed on irg 'r_func_6'
	 :: Pass failed on irg 'r_func_3'
	 :: Pass failed on irg 'r_func_29'
	 :: Pass failed on irg 'r_func_88'
	 :: Pass failed on irg 'r_func_4'
	 :: Pass failed on irg 'r_func_53'
	 :: Pass failed on irg 'r_func_52'
	 :: Pass failed on irg 'r_func_55'
	 :: Pass failed on irg 'r_func_78'
	 :: Pass failed on irg 'r_func_33'
	 :: Pass failed on irg 'r_func_33'
	 :: Pass failed on irg 'r_func_12'
	 :: Pass failed on irg 'r_func_34'
	 :: Pass failed on irg 'r_func_97'
	 :: Pass failed on irg 'r_func_78'
	 :: Pass failed on irg 'r_func_41'
	 :: Pass failed on irg 'r_func_43'
	 :: Pass failed on irg 'r_func_13'
	 :: Pass failed on irg 'r_func_23'
	 :: Pass failed on irg 'r_func_4'
	 :: Pass failed on irg 'r_func_26'
	 :: Pass failed on irg 'r_func_81'
	 :: Pass failed on irg 'r_func_34'
	 :: Pass failed on irg 'r_func_51'
	 :: Pass failed on irg 'r_func_95'
	 :: Pass failed on irg 'r_func_48'
	 :: Pass failed on irg 'r_func_45'
	 :: Pass failed on irg 'r_func_14'
	 :: Pass failed on irg 'r_func_66'
	 :: Pass failed on irg 'r_func_42'
	 :: Pass failed on irg 'r_func_50'
	 :: Pass failed on irg 'r_func_29'
	 :: Pass failed on irg 'r_func_89'
	 :: Pass failed on irg 'r_func_33'
	 :: Pass failed on irg 'r_func_59'
	 :: Pass failed on irg 'r_func_15'
	 :: Pass failed on irg 'r_func_26'
	 :: Pass failed on irg 'r_func_49'
	 :: Pass failed on irg 'r_func_89'
	 :: Pass failed on irg 'r_func_1'
	 :: Pass failed on irg 'r_func_55'
	 :: Pass failed on irg 'r_func_26'
	 :: Pass failed on irg 'r_func_75'
	 :: Pass failed on irg 'r_func_85'
	 :: Pass failed on irg 'r_func_47'
	 :: Pass failed on irg 'r_func_70'
	 :: Pass failed on irg 'r_func_53'
	 :: Pass failed on irg 'r_func_93'
	 :: Pass failed on irg 'r_func_5'
	 :: Pass failed on irg 'r_func_71'
	 :: Pass failed on irg 'r_func_39'
	 :: Pass failed on irg 'r_func_29'
	 :: Pass failed on irg 'r_func_2'
	 :: Pass failed on irg 'r_func_47'
	 :: Pass failed on irg 'r_func_74'
	 :: Pass failed on irg 'r_func_77'
	 :: Pass failed on irg 'r_func_99'
	 :: Pass failed on irg 'r_func_91'
	 :: Pass failed on irg 'r_func_77'
	 :: Pass failed on irg 'r_func_75'
	 :: Pass failed on irg 'r_func_13'
	 :: Pass failed on irg 'r_func_37'
	 :: Pass failed on irg 'r_func_69'
	 :: Pass failed on irg 'r_func_44'
	 :: Pass failed on irg 'r_func_70'
	 :: Pass failed on irg 'r_func_95'
	 :: Pass failed on irg 'r_func_43'
	 :: Pass failed on irg 'r_func_96'
	 :: Pass failed on irg 'r_func_68'
	 :: Pass failed on irg 'r_func_35'
	 :: Pass failed on irg 'r_func_23'
	 :: Pass failed on irg 'r_func_1'
	 :: Pass failed on irg 'r_func_47'
	 :: Pass failed on irg 'r_func_26'
	 :: Pass failed on irg 'r_func_48'
	 :: Pass failed on irg 'r_func_80'
	 :: Pass failed on irg 'r_func_55'
	 :: Pass failed on irg 'r_func_69'
	 :: Pass failed on irg 'r_func_72'
	 :: Pass failed on irg 'r_func_94'
	 :: Pass failed on irg 'r_func_12' -- No improvement
	# of nodes: 			5596
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_libfirm_optimize_cf -- No improvement
	# of nodes: 			5596
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_libfirm_scalar_replacement_opt -- No improvement
	# of nodes: 			5596
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_libfirm_do_loop_inversion -- No improvement
	# of nodes: 			5596
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_libfirm_conv_opt -- Successful
	# of nodes: 			5588
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_libfirm_remove_bads -- No improvement
	# of nodes: 			5588
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_libfirm_optimize_reassociation -- Successful
	# of nodes: 			5590
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_replace_return_values -- Successful
	# of nodes: 			5488
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_libfirm_place_code -- No improvement
	# of nodes: 			5488
	# of irgs: 				101
	# of cf manipulations: 	214
	# of memory operations: 1281
	# of types: 			2416



Using pass: pass_gc_irgs_primitive
	 :: interestingness test failed on irg 'r_func_24'
	 :: interestingness test failed on irg 'r_func_32'
	 :: interestingness test failed on irg 'r_func_13'
	 :: interestingness test failed on irg 'r_func_26'
	 :: interestingness test failed on irg 'r_func_81'
	 :: interestingness test failed on irg 'r_func_37'
	 :: interestingness test failed on irg 'r_func_99'
	 :: interestingness test failed on irg 'r_func_23'
	 :: interestingness test failed on irg 'r_func_9'
	 :: interestingness test failed on irg 'r_func_46'
	 :: interestingness test failed on irg 'r_func_23'
	 :: interestingness test failed on irg 'r_func_40'
	 :: interestingness test failed on irg 'r_func_60'
	 :: interestingness test failed on irg 'r_func_13'
	 :: interestingness test failed on irg 'r_func_61'
	 :: interestingness test failed on irg 'r_func_23'
	 :: interestingness test failed on irg 'r_func_17'
	 :: interestingness test failed on irg 'r_func_91'
	 :: interestingness test failed on irg 'r_func_89'
	 :: interestingness test failed on irg 'r_func_9'
	 :: interestingness test failed on irg 'r_func_64'
	 :: interestingness test failed on irg 'r_func_83'
	 :: interestingness test failed on irg 'r_func_88'
	 :: interestingness test failed on irg 'r_func_50'
	 :: interestingness test failed on irg 'r_func_4'
	 :: interestingness test failed on irg 'r_func_99'
	 :: interestingness test failed on irg 'r_func_53'
	 :: interestingness test failed on irg 'r_func_84'
